GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0044434	C	chloroplast part	13	72	1419	28362	5.6e-05	0.00042	// AT3G16480 // AT3G19170 // AT2G45290 // AT5G08690 // AT1G22450 // AT4G11010 // AT2G26080 // AT1G80270 // AT5G67500 // ATCG00490 // AT2G37250 // AT3G08580 // AT5G23140 
GO:0044435	C	plastid part	13	72	1455	28362	7.2e-05	0.00053	// AT3G16480 // AT3G19170 // AT2G45290 // AT5G08690 // AT1G22450 // AT4G11010 // AT2G26080 // AT1G80270 // AT5G67500 // ATCG00490 // AT2G37250 // AT3G08580 // AT5G23140 
GO:0030312	C	external encapsulating structure	9	72	706	28362	7.9e-05	0.00056	// AT2G33040 // AT4G37910 // AT5G20080 // ATCG00490 // AT3G22330 // AT3G02090 // AT3G08580 // AT5G14040 // AT5G67500 
GO:0005618	C	cell wall	9	72	706	28362	7.9e-05	0.00056	// AT2G33040 // AT4G37910 // AT5G20080 // ATCG00490 // AT3G22330 // AT3G02090 // AT3G08580 // AT5G14040 // AT5G67500 
GO:0016020	C	membrane	37	72	8532	28362	0.00013	0.00091	// AT3G16480 // AT3G62530 // AT4G37910 // AT4G21020 // AT1G28540 // AT3G22200 // AT5G43970 // AT2G31060 // AT3G02090 // AT5G11770 // AT3G52730 // AT5G08530 // AT2G45290 // AT5G08690 // AT1G61570 // AT5G66510 // AT5G63400 // AT5G37510 // ATCG00490 // AT3G17240 // AT5G23140 // AT3G12260 // AT5G63510 // AT5G55200 // AT4G11010 // AT4G29130 // AT3G08580 // AT5G67500 // AT2G33040 // AT4G02580 // AT1G51980 // AT1G15120 // AT5G47890 // AT1G22450 // AT1G61870 // AT5G14040 // AT3G27240 
GO:0005730	C	nucleolus	6	72	390	28362	0.00051	0.0035	// AT2G33040 // AT3G62530 // AT5G08690 // AT3G22330 // AT3G02090 // AT3G08580 
GO:0044436	C	thylakoid part	6	72	463	28362	0.0012	0.0082	// AT2G45290 // AT3G62530 // ATCG00490 // AT4G11010 // AT1G22450 // AT5G23140 
GO:0043232	C	intracellular non-membrane-bounded organelle	11	72	1543	28362	0.0018	0.012	// AT2G33040 // AT3G62530 // AT5G08690 // AT3G22330 // AT1G64880 // AT1G70190 // AT4G30930 // AT3G02090 // AT5G64670 // ATCG00490 // AT3G08580 
GO:0043228	C	non-membrane-bounded organelle	11	72	1543	28362	0.0018	0.012	// AT2G33040 // AT3G62530 // AT5G08690 // AT3G22330 // AT1G64880 // AT1G70190 // AT4G30930 // AT3G02090 // AT5G64670 // ATCG00490 // AT3G08580 
GO:0009941	C	chloroplast envelope	7	72	688	28362	0.0019	0.012	// AT3G19170 // AT5G08690 // AT2G26080 // AT1G80270 // ATCG00490 // AT3G08580 // AT5G67500 
GO:0009526	C	plastid envelope	7	72	707	28362	0.0022	0.014	// AT3G19170 // AT5G08690 // AT2G26080 // AT1G80270 // ATCG00490 // AT3G08580 // AT5G67500 
GO:0009579	C	thylakoid	6	72	584	28362	0.0038	0.024	// AT2G45290 // AT3G62530 // ATCG00490 // AT4G11010 // AT1G22450 // AT5G23140 
GO:0034357	C	photosynthetic membrane	5	72	422	28362	0.0046	0.028	// AT2G45290 // AT3G62530 // AT1G22450 // AT5G23140 // ATCG00490 
GO:0042651	C	thylakoid membrane	5	72	421	28362	0.0045	0.028	// AT2G45290 // AT3G62530 // AT1G22450 // AT5G23140 // ATCG00490 
GO:0044425	C	membrane part	25	72	5962	28362	0.0051	0.031	// AT3G16480 // AT3G62530 // AT1G28540 // AT5G55200 // AT5G43970 // AT3G02090 // AT3G52730 // AT5G08530 // AT5G08690 // AT5G66510 // AT5G37510 // AT3G17240 // AT3G12260 // AT5G63510 // AT5G11770 // AT3G08580 // AT5G67500 // AT2G33040 // AT4G02580 // AT1G51980 // AT1G15120 // AT5G47890 // AT4G29130 // AT5G14040 // AT3G27240 
GO:0005840	C	ribosome	5	72	499	28362	0.0091	0.054	// ATCG00490 // AT4G30930 // AT1G64880 // AT5G64670 // AT1G70190 
GO:0031976	C	plastid thylakoid	5	72	509	28362	0.0098	0.057	// AT2G45290 // AT1G22450 // AT4G11010 // AT5G23140 // ATCG00490 
GO:0009534	C	chloroplast thylakoid	5	72	508	28362	0.0097	0.057	// AT2G45290 // AT1G22450 // AT4G11010 // AT5G23140 // ATCG00490 
GO:0009570	C	chloroplast stroma	6	72	740	28362	0.012	0.066	// AT2G45290 // AT3G19170 // AT3G16480 // ATCG00490 // AT2G37250 // AT5G23140 
GO:0009532	C	plastid stroma	6	72	774	28362	0.014	0.079	// AT2G45290 // AT3G19170 // AT3G16480 // ATCG00490 // AT2G37250 // AT5G23140 
GO:0031984	C	organelle subcompartment	6	72	817	28362	0.018	0.099	// AT2G45290 // AT1G64880 // ATCG00490 // AT4G11010 // AT1G22450 // AT5G23140 
GO:0031981	C	nuclear lumen	6	72	824	28362	0.019	0.1	// AT2G33040 // AT3G62530 // AT5G08690 // AT3G22330 // AT3G02090 // AT3G08580 
GO:0030529	C	intracellular ribonucleoprotein complex	6	72	852	28362	0.022	0.11	// AT1G64880 // ATCG00490 // AT1G70190 // AT4G30930 // AT5G64670 // AT5G60960 
GO:1990904	C	ribonucleoprotein complex	6	72	852	28362	0.022	0.11	// AT1G64880 // ATCG00490 // AT1G70190 // AT4G30930 // AT5G64670 // AT5G60960 
GO:0044428	C	nuclear part	6	72	1078	28362	0.057	0.3	// AT2G33040 // AT3G62530 // AT5G08690 // AT3G22330 // AT3G02090 // AT3G08580 
GO:0031224	C	intrinsic component of membrane	12	72	5540	28362	0.77	1	// AT3G16480 // AT1G28540 // AT5G43970 // AT1G51980 // AT1G15120 // AT3G02090 // AT3G52730 // AT4G29130 // AT3G08580 // AT5G14040 // AT5G67500 // AT3G27240 
GO:0016021	C	integral component of membrane	12	72	5324	28362	0.72	1	// AT3G16480 // AT1G28540 // AT5G43970 // AT1G51980 // AT1G15120 // AT3G02090 // AT3G52730 // AT4G29130 // AT3G08580 // AT5G14040 // AT5G67500 // AT3G27240 
GO:0005634	C	nucleus	12	72	9924	28362	1	1	// AT2G33040 // AT3G62530 // AT5G08690 // AT1G10270 // AT1G28540 // AT3G22330 // AT4G29130 // AT3G02090 // AT3G22310 // AT5G60960 // AT2G37250 // AT3G08580 
GO:0071944	C	cell periphery	12	72	4309	28362	0.41	1	// AT2G33040 // AT4G37910 // AT5G20080 // ATCG00490 // AT4G21020 // AT3G22330 // AT2G31060 // AT3G02090 // AT3G08580 // AT5G14040 // AT5G67500 // AT3G27240 
