ID,label,condition,diff,p.adj,threshhold,fraction
AT2G20360, NAD(P)-binding Rossmann-fold superfamily protein ,clp1p,-0.527883835,0.583440362,FALSE,Membrane Proteins
AT2G20360, NAD(P)-binding Rossmann-fold superfamily protein ,clp1s,-0.179465413,0.793970131,FALSE,Soluble Proteins
AT3G18890, NAD(P)-binding Rossmann-fold superfamily protein ,clp1p,-0.318480201,0.785654726,FALSE,Membrane Proteins
AT3G18890, NAD(P)-binding Rossmann-fold superfamily protein ,clp1s,0.198787241,0.807544939,FALSE,Soluble Proteins
AT3G26770, NAD(P)-binding Rossmann-fold superfamily protein ,clp1p,-0.289186365,0.486127133,FALSE,Membrane Proteins
AT3G26770, NAD(P)-binding Rossmann-fold superfamily protein ,clp1s,-0.25214484,0.382436518,FALSE,Soluble Proteins
AT4G20760, NAD(P)-binding Rossmann-fold superfamily protein ,clp1p,-0.272658104,0.805792193,FALSE,Membrane Proteins
AT4G20760, NAD(P)-binding Rossmann-fold superfamily protein ,clp1s,-0.345398731,0.721516625,FALSE,Soluble Proteins
AT5G10730, NAD(P)-binding Rossmann-fold superfamily protein ,clp1p,-0.016942201,0.525719662,FALSE,Membrane Proteins
AT5G10730, NAD(P)-binding Rossmann-fold superfamily protein ,clp1s,-0.1189869,0.751326101,FALSE,Soluble Proteins
AT4G28220, NAD(P)H dehydrogenase B1 ,clp1p,-0.408622409,0.782389346,FALSE,Membrane Proteins
AT4G28220, NAD(P)H dehydrogenase B1 ,clp1s,-0.678226904,0.462907693,FALSE,Soluble Proteins
AT4G05020, NAD(P)H dehydrogenase B2 ,clp1p,-0.166376091,0.839188422,FALSE,Membrane Proteins
AT4G05020, NAD(P)H dehydrogenase B2 ,clp1s,-0.331584344,0.668708567,FALSE,Soluble Proteins
AT2G20800, NAD(P)H dehydrogenase B4 ,clp1p,-0.334313435,0.78235821,FALSE,Membrane Proteins
AT2G20800, NAD(P)H dehydrogenase B4 ,clp1s,-0.220441919,0.658076135,FALSE,Soluble Proteins
AT1G25380, NAD+ transporter 2 ,clp1p,-0.748219965,0.646813841,FALSE,Membrane Proteins
AT1G25380, NAD+ transporter 2 ,clp1s,-0.535358006,0.607083001,FALSE,Soluble Proteins
AT5G53460, NADH-dependent glutamate synthase 1 ,clp1p,-0.373026661,0.681824734,FALSE,Membrane Proteins
AT5G53460, NADH-dependent glutamate synthase 1 ,clp1s,-0.023139179,0.736477306,FALSE,Soluble Proteins
AT5G37510,75kD CI,clp1p,2.894437591,0.001548015,TRUE,Membrane Proteins
AT5G37510,75kD CI,clp1s,0.344587231,0.763525405,FALSE,Soluble Proteins
AT3G03070, NADH-ubiquinone oxidoreductase-like protein ,clp1p,0.038921295,0.872086185,FALSE,Membrane Proteins
AT3G03070, NADH-ubiquinone oxidoreductase-like protein ,clp1s,0.576438103,0.789909591,FALSE,Soluble Proteins
AT5G52840, NADH-ubiquinone oxidoreductase-like protein ,clp1p,0.297898694,0.484004542,FALSE,Membrane Proteins
AT5G52840, NADH-ubiquinone oxidoreductase-like protein ,clp1s,0.126457068,0.721811688,FALSE,Soluble Proteins
AT5G67590, NADH-ubiquinone oxidoreductase-like protein ,clp1p,-0.082560429,0.86263277,FALSE,Membrane Proteins
AT5G67590, NADH-ubiquinone oxidoreductase-like protein ,clp1s,1.231969671,0.507602605,FALSE,Soluble Proteins
AT3G62790, NADH-ubiquinone oxidoreductase-like protein ,clp1p,-0.154015473,0.837015473,FALSE,Membrane Proteins
AT3G62790, NADH-ubiquinone oxidoreductase-like protein ,clp1s,-0.804463744,0.493800763,FALSE,Soluble Proteins
AT1G67350, NADH-ubiquinone oxidoreductase ,clp1p,0.054856609,0.858059415,FALSE,Membrane Proteins
AT1G67350, NADH-ubiquinone oxidoreductase ,clp1s,-0.459317183,0.536147619,FALSE,Soluble Proteins
AT4G16450, NADH-ubiquinone oxidoreductase ,clp1p,-0.345056257,0.838407713,FALSE,Membrane Proteins
AT4G16450, NADH-ubiquinone oxidoreductase ,clp1s,-0.326084185,0.78138064,FALSE,Soluble Proteins
AT5G11770, NADH-ubiquinone oxidoreductase 20 kDa subunit ,clp1p,-0.700950895,0.671882214,FALSE,Membrane Proteins
AT5G11770, NADH-ubiquinone oxidoreductase 20 kDa subunit ,clp1s,-0.259193013,0.821619562,FALSE,Soluble Proteins
AT4G02580,24kD CI,clp1p,1.93050382,3.11E-06,TRUE,Membrane Proteins
AT4G02580,24kD CI,clp1s,0.701030566,0.031835044,FALSE,Soluble Proteins
AT2G02050, NADH-ubiquinone oxidoreductase B18 subunit ,clp1p,-0.990900938,0.555035489,FALSE,Membrane Proteins
AT2G02050, NADH-ubiquinone oxidoreductase B18 subunit ,clp1s,-0.23577558,0.82853327,FALSE,Soluble Proteins
AT5G47890, NADH-ubiquinone oxidoreductase B8 subunit ,clp1p,2.672109737,0.197161257,FALSE,Membrane Proteins
AT5G47890, NADH-ubiquinone oxidoreductase B8 subunit ,clp1s,1.207663352,0.39978344,FALSE,Soluble Proteins
AT1G14450, NADH dehydrogenase (ubiquinone)s ,clp1p,0.21393847,0.730854234,FALSE,Membrane Proteins
AT1G14450, NADH dehydrogenase (ubiquinone)s ,clp1s,-0.292350852,0.575362513,FALSE,Soluble Proteins
ATMG00510, NADH dehydrogenase subunit 7 ,clp1p,0.138504926,0.812665931,FALSE,Membrane Proteins
ATMG00510, NADH dehydrogenase subunit 7 ,clp1s,-0.211779684,0.854039417,FALSE,Soluble Proteins
ATMG00070, NADH dehydrogenase subunit 9 ,clp1p,1.605424311,0.454579829,FALSE,Membrane Proteins
ATMG00070, NADH dehydrogenase subunit 9 ,clp1s,-0.144564556,0.857222699,FALSE,Soluble Proteins
AT2G44525, NADH dehydrogenase ubiquinone 1 alpha subcomplex assembly factor-like protein (DUF498/DUF598) ,clp1p,0.974839098,0.194844823,FALSE,Membrane Proteins
AT2G44525, NADH dehydrogenase ubiquinone 1 alpha subcomplex assembly factor-like protein (DUF498/DUF598) ,clp1s,-0.570948155,0.308405401,FALSE,Soluble Proteins
AT1G76200, NADH dehydrogenase ubiquinone 1 beta subcomplex subunit ,clp1p,-0.420282107,0.813992245,FALSE,Membrane Proteins
AT1G76200, NADH dehydrogenase ubiquinone 1 beta subcomplex subunit ,clp1s,0.743706835,0.555553874,FALSE,Soluble Proteins
AT3G18410, NADH dehydrogenase ubiquinone 1 beta subcomplex subunit 10-B-like protein (Complex I subunit NDUFS6) ,clp1p,-0.436941119,0.790520419,FALSE,Membrane Proteins
AT3G18410, NADH dehydrogenase ubiquinone 1 beta subcomplex subunit 10-B-like protein (Complex I subunit NDUFS6) ,clp1s,-0.045832034,0.628370415,FALSE,Soluble Proteins
AT3G28700, NADH dehydrogenase ubiquinone complex I,clp1p,-0.314771067,0.789910287,FALSE,Membrane Proteins
AT3G28700, NADH dehydrogenase ubiquinone complex I,clp1s,0.09498891,0.750934028,FALSE,Soluble Proteins
AT5G17770, NADH:cytochrome B5 reductase 1 ,clp1p,-0.040996843,0.752722579,FALSE,Membrane Proteins
AT5G17770, NADH:cytochrome B5 reductase 1 ,clp1s,-0.214838679,0.778399752,FALSE,Soluble Proteins
AT3G03100, NADH:ubiquinone oxidoreductase,clp1p,-0.456339662,0.65289099,FALSE,Membrane Proteins
AT3G03100, NADH:ubiquinone oxidoreductase,clp1s,-0.293468297,0.652243156,FALSE,Soluble Proteins
AT1G79750, NADP-malic enzyme 4 ,clp1p,0.129045627,0.81110622,FALSE,Membrane Proteins
AT1G79750, NADP-malic enzyme 4 ,clp1s,-0.35837263,0.266525432,FALSE,Soluble Proteins
AT2G17420, NADPH-dependent thioredoxin reductase A ,clp1p,-0.659572642,0.753711372,FALSE,Membrane Proteins
AT2G17420, NADPH-dependent thioredoxin reductase A ,clp1s,0.302487908,0.817937434,FALSE,Soluble Proteins
AT2G31490, neuronal acetylcholine receptor subunit alpha-5 ,clp1p,-0.003577359,0.839515645,FALSE,Membrane Proteins
AT2G31490, neuronal acetylcholine receptor subunit alpha-5 ,clp1s,0.487635229,0.741313053,FALSE,Soluble Proteins
AT3G20970, NFU domain protein 4 ,clp1p,-0.070975813,0.848738246,FALSE,Membrane Proteins
AT3G20970, NFU domain protein 4 ,clp1s,0.195542819,0.681316741,FALSE,Soluble Proteins
AT1G51390, NFU domain protein 5 ,clp1p,-0.267881648,0.655673644,FALSE,Membrane Proteins
AT1G51390, NFU domain protein 5 ,clp1s,-0.186455393,0.664267435,FALSE,Soluble Proteins
AT3G44320, nitrilase 3 ,clp1p,-0.200500175,0.841506618,FALSE,Membrane Proteins
AT3G44320, nitrilase 3 ,clp1s,-0.387111629,0.698259504,FALSE,Soluble Proteins
AT2G15620, nitrite reductase 1 ,clp1p,-0.400212675,0.656026443,FALSE,Membrane Proteins
AT2G15620, nitrite reductase 1 ,clp1s,0.41778294,0.472912257,FALSE,Soluble Proteins
AT5G65720, nitrogen fixation S (NIFS)-like 1 ,clp1p,0.004957149,0.877294852,FALSE,Membrane Proteins
AT5G65720, nitrogen fixation S (NIFS)-like 1 ,clp1s,-0.131967761,0.677967277,FALSE,Soluble Proteins
AT5G23140,mtCLPP7,clp1p,-4.859032352,1.04E-13,TRUE,Membrane Proteins
AT5G23140,mtCLPP7,clp1s,-4.964663665,4.03E-14,TRUE,Soluble Proteins
AT5G04830, Nuclear transport factor 2 (NTF2) family protein ,clp1p,0.083858614,0.685222756,FALSE,Membrane Proteins
AT5G04830, Nuclear transport factor 2 (NTF2) family protein ,clp1s,0.013482776,0.85458236,FALSE,Soluble Proteins
AT4G11010, nucleoside diphosphate kinase 3 ,clp1p,-0.751974301,0.068300251,FALSE,Membrane Proteins
AT4G11010, nucleoside diphosphate kinase 3 ,clp1s,-0.037518017,0.851215455,FALSE,Soluble Proteins
AT1G19360, Nucleotide-diphospho-sugar transferase family protein ,clp1p,0.013081922,0.808988488,FALSE,Membrane Proteins
AT1G19360, Nucleotide-diphospho-sugar transferase family protein ,clp1s,-0.026453452,0.809062405,FALSE,Soluble Proteins
AT1G53000, Nucleotide-diphospho-sugar transferases superfamily protein ,clp1p,0.055499015,0.836925274,FALSE,Membrane Proteins
AT1G53000, Nucleotide-diphospho-sugar transferases superfamily protein ,clp1s,-0.154781894,0.806361357,FALSE,Soluble Proteins
AT3G59760, O-acetylserine (thiol) lyase isoform C ,clp1p,-1.483430072,0.569386082,FALSE,Membrane Proteins
AT3G59760, O-acetylserine (thiol) lyase isoform C ,clp1s,-1.774908829,0.216704002,FALSE,Soluble Proteins
AT1G20510, OPC-8:0 CoA ligase1 ,clp1p,-0.022352132,0.874360415,FALSE,Membrane Proteins
AT1G20510, OPC-8:0 CoA ligase1 ,clp1s,-0.127418213,0.82409394,FALSE,Soluble Proteins
AT1G28510, Optic atrophy 3 protein (OPA3) ,clp1p,-0.871239894,0.655691802,FALSE,Membrane Proteins
AT1G28510, Optic atrophy 3 protein (OPA3) ,clp1s,-0.068530505,0.824993096,FALSE,Soluble Proteins
AT5G46180, ornithine-delta-aminotransferase ,clp1p,0.258484797,0.501545836,FALSE,Membrane Proteins
AT5G46180, ornithine-delta-aminotransferase ,clp1s,0.15741886,0.591078768,FALSE,Soluble Proteins
AT1G75330, ornithine carbamoyltransferase ,clp1p,-0.581474419,0.731602488,FALSE,Membrane Proteins
AT1G75330, ornithine carbamoyltransferase ,clp1s,-0.081969017,0.860368361,FALSE,Soluble Proteins
AT3G11070, Outer membrane OMP85 family protein ,clp1p,-0.13242053,0.844112567,FALSE,Membrane Proteins
AT3G11070, Outer membrane OMP85 family protein ,clp1s,-0.0467565,0.862332034,FALSE,Soluble Proteins
AT5G05520, Outer membrane OMP85 family protein ,clp1p,-0.263951881,0.785995334,FALSE,Membrane Proteins
AT5G05520, Outer membrane OMP85 family protein ,clp1s,-0.152044523,0.802590002,FALSE,Soluble Proteins
AT2G28900, outer plastid envelope protein 16-1 ,clp1p,-0.019326101,0.804197043,FALSE,Membrane Proteins
AT2G28900, outer plastid envelope protein 16-1 ,clp1s,-0.102345153,0.853141506,FALSE,Soluble Proteins
AT3G28480, Oxoglutarate/iron-dependent oxygenase ,clp1p,0.289777326,0.756088861,FALSE,Membrane Proteins
AT3G28480, Oxoglutarate/iron-dependent oxygenase ,clp1s,-0.005249046,0.820769928,FALSE,Soluble Proteins
AT2G06050, oxophytodienoate-reductase 3 ,clp1p,-0.41361283,0.803061383,FALSE,Membrane Proteins
AT2G06050, oxophytodienoate-reductase 3 ,clp1s,-0.505350817,0.747615914,FALSE,Soluble Proteins
AT2G39270, P-loop containing nucleoside triphosphate hydrolases superfamily protein ,clp1p,0.149581021,0.828078316,FALSE,Membrane Proteins
AT2G39270, P-loop containing nucleoside triphosphate hydrolases superfamily protein ,clp1s,-0.397356605,0.574685876,FALSE,Soluble Proteins
AT3G03060, P-loop containing nucleoside triphosphate hydrolases superfamily protein ,clp1p,-0.331495693,0.752128549,FALSE,Membrane Proteins
AT3G03060, P-loop containing nucleoside triphosphate hydrolases superfamily protein ,clp1s,-0.323343524,0.775263105,FALSE,Soluble Proteins
AT3G19740, P-loop containing nucleoside triphosphate hydrolases superfamily protein ,clp1p,0.386845697,0.661065222,FALSE,Membrane Proteins
AT3G19740, P-loop containing nucleoside triphosphate hydrolases superfamily protein ,clp1s,0.74009685,0.045713183,FALSE,Soluble Proteins
AT1G21750, PDI-like 1-1 ,clp1p,-0.487096664,0.708318577,FALSE,Membrane Proteins
AT1G21750, PDI-like 1-1 ,clp1s,-0.131466125,0.816326489,FALSE,Soluble Proteins
AT5G60640, PDI-like 1-4 ,clp1p,-0.171263475,0.819136291,FALSE,Membrane Proteins
AT5G60640, PDI-like 1-4 ,clp1s,-0.135417322,0.829911833,FALSE,Soluble Proteins
AT1G19520,NUCLEAR FUSION DEFECTIVE 5,clp1p,0.701172631,0.133149164,FALSE,Membrane Proteins
AT1G19520,NUCLEAR FUSION DEFECTIVE 5,clp1s,0.664609325,0.002453553,TRUE,Soluble Proteins
AT3G49240, Pentatricopeptide repeat (PPR) superfamily protein ,clp1p,0.740741011,0.19377132,FALSE,Membrane Proteins
AT3G49240, Pentatricopeptide repeat (PPR) superfamily protein ,clp1s,0.191487529,0.612225606,FALSE,Soluble Proteins
AT4G35850, Pentatricopeptide repeat (PPR) superfamily protein ,clp1p,0.515520035,0.207769922,FALSE,Membrane Proteins
AT4G35850, Pentatricopeptide repeat (PPR) superfamily protein ,clp1s,0.293689631,0.378349262,FALSE,Soluble Proteins
AT5G15980, Pentatricopeptide repeat (PPR) superfamily protein ,clp1p,0.619570419,0.673160486,FALSE,Membrane Proteins
AT5G15980, Pentatricopeptide repeat (PPR) superfamily protein ,clp1s,0.241158778,0.644623132,FALSE,Soluble Proteins
AT5G60960,PPR PROTEIN PNM1,clp1p,1.15368963,0.108250463,FALSE,Membrane Proteins
AT5G60960,PPR PROTEIN PNM1,clp1s,1.764560713,6.44E-08,TRUE,Soluble Proteins
AT4G38150, Pentatricopeptide repeat (PPR) superfamily protein ,clp1p,0.17511405,0.810995169,FALSE,Membrane Proteins
AT4G38150, Pentatricopeptide repeat (PPR) superfamily protein ,clp1s,-0.049895412,0.858270244,FALSE,Soluble Proteins
AT1G61870,PPR 336,clp1p,1.861613592,2.10E-13,TRUE,Membrane Proteins
AT1G61870,PPR 336,clp1s,0.138412609,0.559440609,FALSE,Soluble Proteins
AT1G80270, PENTATRICOPEPTIDE REPEAT 596 ,clp1p,1.324755445,0.147539856,FALSE,Membrane Proteins
AT1G80270, PENTATRICOPEPTIDE REPEAT 596 ,clp1s,0.861883419,0.175606064,FALSE,Soluble Proteins
AT5G51740, Peptidase family M48 family protein ,clp1p,0.183581874,0.71696037,FALSE,Membrane Proteins
AT5G51740, Peptidase family M48 family protein ,clp1s,0.08066697,0.846551914,FALSE,Soluble Proteins
AT2G31140, Peptidase S24/S26A/S26B/S26C family protein ,clp1p,0.154055299,0.783462279,FALSE,Membrane Proteins
AT2G31140, Peptidase S24/S26A/S26B/S26C family protein ,clp1s,-0.198801895,0.5201858,FALSE,Soluble Proteins
AT4G25130, peptide met sulfoxide reductase 4 ,clp1p,-0.034738327,0.838500285,FALSE,Membrane Proteins
AT4G25130, peptide met sulfoxide reductase 4 ,clp1s,0.163312529,0.557840828,FALSE,Soluble Proteins
AT1G01820, peroxin 11c ,clp1p,-0.075661812,0.83634264,FALSE,Membrane Proteins
AT1G01820, peroxin 11c ,clp1s,0.28475831,0.798396079,FALSE,Soluble Proteins
AT2G45740, peroxin 11D ,clp1p,-0.110833943,0.809739857,FALSE,Membrane Proteins
AT2G45740, peroxin 11D ,clp1s,0.235459991,0.777544162,FALSE,Soluble Proteins
AT3G61070, peroxin 11E ,clp1p,-0.556275468,0.611050683,FALSE,Membrane Proteins
AT3G61070, peroxin 11E ,clp1s,0.202267236,0.796169999,FALSE,Soluble Proteins
AT5G62810, peroxin 14 ,clp1p,0.081330491,0.874395606,FALSE,Membrane Proteins
AT5G62810, peroxin 14 ,clp1s,0.306669062,0.827827099,FALSE,Soluble Proteins
AT3G06050, peroxiredoxin IIF ,clp1p,-0.206019369,0.654370208,FALSE,Membrane Proteins
AT3G06050, peroxiredoxin IIF ,clp1s,-0.11060604,0.731651905,FALSE,Soluble Proteins
AT5G48880, peroxisomal 3-keto-acyl-CoA thiolase 2 ,clp1p,0.297059328,0.763409548,FALSE,Membrane Proteins
AT5G48880, peroxisomal 3-keto-acyl-CoA thiolase 2 ,clp1s,0.51702049,0.485469471,FALSE,Soluble Proteins
AT2G33150, peroxisomal 3-ketoacyl-CoA thiolase 3 ,clp1p,-0.196135424,0.681940092,FALSE,Membrane Proteins
AT2G33150, peroxisomal 3-ketoacyl-CoA thiolase 3 ,clp1s,0.546958053,0.337256693,FALSE,Soluble Proteins
AT1G04710, peroxisomal 3-ketoacyl-CoA thiolase 4 ,clp1p,-0.353395507,0.532230576,FALSE,Membrane Proteins
AT1G04710, peroxisomal 3-ketoacyl-CoA thiolase 4 ,clp1s,-0.039339125,0.862679321,FALSE,Soluble Proteins
AT2G22780, peroxisomal NAD-malate dehydrogenase 1 ,clp1p,0.527225862,0.839590408,FALSE,Membrane Proteins
AT2G22780, peroxisomal NAD-malate dehydrogenase 1 ,clp1s,0.320212868,0.845143462,FALSE,Soluble Proteins
AT5G09660, peroxisomal NAD-malate dehydrogenase 2 ,clp1p,-0.413240372,0.53136494,FALSE,Membrane Proteins
AT5G09660, peroxisomal NAD-malate dehydrogenase 2 ,clp1s,-0.107478426,0.776118493,FALSE,Soluble Proteins
AT3G58140, phenylalanyl-tRNA synthetase class IIc family protein ,clp1p,-0.001377459,0.879992626,FALSE,Membrane Proteins
AT3G58140, phenylalanyl-tRNA synthetase class IIc family protein ,clp1s,0.162783557,0.619013073,FALSE,Soluble Proteins
AT5G14040, phosphate transporter 3,clp1p,-2.828065987,0.200410851,FALSE,Membrane Proteins
AT5G14040, phosphate transporter 3,clp1s,-0.286771284,0.846706431,FALSE,Soluble Proteins
AT4G24620, phosphoglucose isomerase 1 ,clp1p,-0.442226404,0.762885934,FALSE,Membrane Proteins
AT4G24620, phosphoglucose isomerase 1 ,clp1s,0.076172879,0.835769267,FALSE,Soluble Proteins
AT3G12780, phosphoglycerate kinase 1 ,clp1p,-0.486871686,0.806958231,FALSE,Membrane Proteins
AT3G12780, phosphoglycerate kinase 1 ,clp1s,-0.665231653,0.611372818,FALSE,Soluble Proteins
AT1G56190, Phosphoglycerate kinase family protein ,clp1p,-0.220486815,0.808774517,FALSE,Membrane Proteins
AT1G56190, Phosphoglycerate kinase family protein ,clp1s,-0.116695826,0.858725433,FALSE,Soluble Proteins
AT4G35630, phosphoserine aminotransferase ,clp1p,-0.324840548,0.785371208,FALSE,Membrane Proteins
AT4G35630, phosphoserine aminotransferase ,clp1s,-0.288667802,0.722206514,FALSE,Soluble Proteins
AT4G03280, photosynthetic electron transfer C ,clp1p,-0.252279968,0.832859023,FALSE,Membrane Proteins
AT4G03280, photosynthetic electron transfer C ,clp1s,-0.167929562,0.599520006,FALSE,Soluble Proteins
AT4G28750, Photosystem I reaction centre subunit IV / PsaE protein ,clp1p,-0.12701014,0.856772276,FALSE,Membrane Proteins
AT4G28750, Photosystem I reaction centre subunit IV / PsaE protein ,clp1s,-0.109799287,0.833011672,FALSE,Soluble Proteins
AT4G02770, photosystem I subunit D-1 ,clp1p,0.198426136,0.856925129,FALSE,Membrane Proteins
AT4G02770, photosystem I subunit D-1 ,clp1s,1.196323422,0.291084252,FALSE,Soluble Proteins
AT1G31330, photosystem I subunit F ,clp1p,-0.275236243,0.859346,FALSE,Membrane Proteins
AT1G31330, photosystem I subunit F ,clp1s,0.878443099,0.460846072,FALSE,Soluble Proteins
AT4G12800, photosystem I subunit l ,clp1p,-1.044527166,0.573749598,FALSE,Membrane Proteins
AT4G12800, photosystem I subunit l ,clp1s,-0.129134917,0.775275339,FALSE,Soluble Proteins
ATCG00340, Photosystem I,clp1p,-0.497821831,0.675398721,FALSE,Membrane Proteins
ATCG00340, Photosystem I,clp1s,-0.20765223,0.796011192,FALSE,Soluble Proteins
ATCG00350, Photosystem I,clp1p,-0.353465753,0.779746495,FALSE,Membrane Proteins
ATCG00350, Photosystem I,clp1s,-0.1207148,0.845781113,FALSE,Soluble Proteins
AT2G05100, photosystem II light harvesting complex protein 2.1 ,clp1p,-0.18093847,0.866620801,FALSE,Membrane Proteins
AT2G05100, photosystem II light harvesting complex protein 2.1 ,clp1s,1.628301914,0.352804566,FALSE,Soluble Proteins
AT2G34420, photosystem II light harvesting complex protein B1B2 ,clp1p,-0.944351489,0.792780509,FALSE,Membrane Proteins
AT2G34420, photosystem II light harvesting complex protein B1B2 ,clp1s,-0.44497958,0.831676919,FALSE,Soluble Proteins
ATCG00020, photosystem II reaction center protein A ,clp1p,0.832741084,0.402543065,FALSE,Membrane Proteins
ATCG00020, photosystem II reaction center protein A ,clp1s,-0.031295756,0.789992346,FALSE,Soluble Proteins
ATCG00680, photosystem II reaction center protein B ,clp1p,-0.871048931,0.11442159,FALSE,Membrane Proteins
ATCG00680, photosystem II reaction center protein B ,clp1s,0.038286168,0.80747424,FALSE,Soluble Proteins
ATCG00280, photosystem II reaction center protein C ,clp1p,-0.278991269,0.84598837,FALSE,Membrane Proteins
ATCG00280, photosystem II reaction center protein C ,clp1s,-0.772274399,0.669393368,FALSE,Soluble Proteins
ATCG00270, photosystem II reaction center protein D ,clp1p,-0.160515324,0.772244339,FALSE,Membrane Proteins
ATCG00270, photosystem II reaction center protein D ,clp1s,0.060866796,0.790084139,FALSE,Soluble Proteins
AT1G06680, photosystem II subunit P-1 ,clp1p,-1.963566986,0.396316578,FALSE,Membrane Proteins
AT1G06680, photosystem II subunit P-1 ,clp1s,-0.380367235,0.825894722,FALSE,Soluble Proteins
AT4G05180, photosystem II subunit Q-2 ,clp1p,-0.442608645,0.751631582,FALSE,Membrane Proteins
AT4G05180, photosystem II subunit Q-2 ,clp1s,-0.31369709,0.752730746,FALSE,Soluble Proteins
AT4G21280, photosystem II subunit QA ,clp1p,-0.054984204,0.867072089,FALSE,Membrane Proteins
AT4G21280, photosystem II subunit QA ,clp1s,-0.627624275,0.47936999,FALSE,Soluble Proteins
ATMG00480, Plant mitochondrial ATPase,clp1p,-1.113793497,0.555584536,FALSE,Membrane Proteins
ATMG00480, Plant mitochondrial ATPase,clp1s,-0.110809276,0.864514542,FALSE,Soluble Proteins
AT1G56560, Plant neutral invertase family protein ,clp1p,0.269658572,0.834514071,FALSE,Membrane Proteins
AT1G56560, Plant neutral invertase family protein ,clp1s,-0.169951332,0.830935347,FALSE,Soluble Proteins
AT1G43800, Plant stearoyl-acyl-carrier-protein desaturase family protein ,clp1p,-0.29488472,0.827111757,FALSE,Membrane Proteins
AT1G43800, Plant stearoyl-acyl-carrier-protein desaturase family protein ,clp1s,-0.045851792,0.793545909,FALSE,Soluble Proteins
AT3G54110, plant uncoupling mitochondrial protein 1 ,clp1p,-0.728477208,0.672975469,FALSE,Membrane Proteins
AT3G54110, plant uncoupling mitochondrial protein 1 ,clp1s,-0.196411067,0.83412641,FALSE,Soluble Proteins
AT4G20260, plasma-membrane associated cation-binding protein 1 ,clp1p,0.100178384,0.75245411,FALSE,Membrane Proteins
AT4G20260, plasma-membrane associated cation-binding protein 1 ,clp1s,-0.323256269,0.683407842,FALSE,Soluble Proteins
AT1G32580, plastid developmental protein DAG ,clp1p,2.04644831,0.527328748,FALSE,Membrane Proteins
AT1G32580, plastid developmental protein DAG ,clp1s,1.326780088,0.600543431,FALSE,Soluble Proteins
AT2G35240, plastid developmental protein DAG ,clp1p,1.285954653,0.536084362,FALSE,Membrane Proteins
AT2G35240, plastid developmental protein DAG ,clp1s,-0.413852045,0.737942035,FALSE,Soluble Proteins
AT3G06790, plastid developmental protein DAG ,clp1p,0.216333758,0.82980943,FALSE,Membrane Proteins
AT3G06790, plastid developmental protein DAG ,clp1s,0.451793119,0.57022305,FALSE,Soluble Proteins
AT5G52920, plastidic pyruvate kinase beta subunit 1 ,clp1p,-0.489677129,0.732310048,FALSE,Membrane Proteins
AT5G52920, plastidic pyruvate kinase beta subunit 1 ,clp1s,-0.374135201,0.5781157,FALSE,Soluble Proteins
AT4G17650, Polyketide cyclase / dehydrase and lipid transport protein ,clp1p,-0.300303681,0.828645374,FALSE,Membrane Proteins
AT4G17650, Polyketide cyclase / dehydrase and lipid transport protein ,clp1s,1.13128201,0.237975731,FALSE,Soluble Proteins
AT3G45770, Polyketide synthase,clp1p,-0.244352227,0.83912599,FALSE,Membrane Proteins
AT3G45770, Polyketide synthase,clp1s,-0.35496268,0.735346044,FALSE,Soluble Proteins
AT5G14580, polyribonucleotide nucleotidyltransferase ,clp1p,0.259669993,0.837320439,FALSE,Membrane Proteins
AT5G14580, polyribonucleotide nucleotidyltransferase ,clp1s,1.193210138,0.112826929,FALSE,Soluble Proteins
AT3G19170,PREP1,clp1p,0.841297783,0.011917376,TRUE,Membrane Proteins
AT3G19170,PREP1,clp1s,1.039957201,7.82E-07,TRUE,Soluble Proteins
AT1G49630, presequence protease 2 ,clp1p,-0.372880989,0.732876103,FALSE,Membrane Proteins
AT1G49630, presequence protease 2 ,clp1s,-0.275104965,0.714548506,FALSE,Soluble Proteins
AT4G28510, prohibitin 1 ,clp1p,-0.121387003,0.693418404,FALSE,Membrane Proteins
AT4G28510, prohibitin 1 ,clp1s,0.046430756,0.864013684,FALSE,Soluble Proteins
AT1G03860, prohibitin 2 ,clp1p,-1.710089721,0.441944001,FALSE,Membrane Proteins
AT1G03860, prohibitin 2 ,clp1s,0.065474001,0.872630617,FALSE,Soluble Proteins
AT5G40770, prohibitin 3 ,clp1p,-2.054083288,0.564462355,FALSE,Membrane Proteins
AT5G40770, prohibitin 3 ,clp1s,0.185482489,0.864634946,FALSE,Soluble Proteins
AT3G27280, prohibitin 4 ,clp1p,-0.317202924,0.830792385,FALSE,Membrane Proteins
AT3G27280, prohibitin 4 ,clp1s,-0.219983204,0.63847234,FALSE,Soluble Proteins
AT2G20530, prohibitin 6 ,clp1p,-1.27797854,0.386568629,FALSE,Membrane Proteins
AT2G20530, prohibitin 6 ,clp1s,0.084236524,0.864803953,FALSE,Soluble Proteins
AT4G16580, Protein phosphatase 2C family protein ,clp1p,0.165554466,0.836188188,FALSE,Membrane Proteins
AT4G16580, Protein phosphatase 2C family protein ,clp1s,-0.559508766,0.308690451,FALSE,Soluble Proteins
AT5G53140, Protein phosphatase 2C family protein ,clp1p,-0.040253921,0.86384499,FALSE,Membrane Proteins
AT5G53140, Protein phosphatase 2C family protein ,clp1s,-0.131323143,0.820441527,FALSE,Soluble Proteins
AT5G66720, Protein phosphatase 2C family protein ,clp1p,0.646992805,0.465253257,FALSE,Membrane Proteins
